,symbol,common_name,scientific_name,species,state_and_province,category,family,family_common_name,duration,growth_habit,native_status,invasive,active_growth_period,after_harvest_regrowth_rate,fall_conspicuous,fire_resistance,flower_color,flower_conspicuous,foliage_color,fruit_conspicuous,growth_form,growth_rate,height_at_base_age_maximum_feet,height_mature_feet,leaf_retention,lifespan,resprout_ability,shape_and_orientation,toxicity,adapted_to_coarse_textured_soils,adapted_to_medium_textured_soils,adapted_to_fine_textured_soils,anaerobic_tolerance,cacosub3sub_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_minimum,ph_maximum,planting_density_per_acre_minimum,planting_density_per_acre_maximum,precipitation_minimum,precipitation_maximum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruitseed_abundance,fruitseed_period_begin,fruitseed_period_end,fruitseed_persistence,propogated_by_bare_root,propogated_by_bulbs,propogated_by_container,propogated_by_corms,propogated_by_cuttings,propogated_by_seed,propogated_by_sod,propogated_by_sprigs,propogated_by_tubers,seeds_per_pound,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,berrynutseed_product,christmas_tree_product,fodder_product,fuelwood_product,lumber_product,naval_store_product,nursery_stock_product,palatable_browse_animal,palatable_graze_animal,palatable_human,post_product,protein_potential,pulpwood_product,veneer_product
10856,BASA4,mule-fat,Baccharis salicifolia,salicifolia,"USA (AZ, CA, CO, NM, NV, TX, UT)",Dicot,Asteraceae,Aster family,Perennial,Shrub,L48 (N),,Summer,,No,No,Yellow,Yes,Yellow-Green,No,Multiple Stem,Rapid,10,10,No,Short,Yes,Erect,None,Yes,Yes,Yes,Low,High,No,Low,Low,Medium,160,Low,Medium,7,8.5,7000,18000,10,18,12,High,Intolerant,-3,Mid Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,5000000,Slow,High,No,None,No,No,No,,No,No,Yes,Low,Low,No,No,Low,No,No
10913,BATI,horseflyweed,Baptisia tinctoria,tinctoria,"USA (CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (ON)",Dicot,Fabaceae,Pea family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Summer,Slow,No,No,Yellow,Yes,Gray-Green,No,Single Crown,Moderate,,2.5,No,Moderate,No,Erect,None,Yes,Yes,No,None,High,No,High,Low,High,190,None,Low,5.8,7,,,35,60,16,None,Intolerant,2,Mid Summer,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,300000,Slow,Low,No,None,No,No,No,,No,No,No,Medium,Low,No,No,Low,No,No
11157,BENI,river birch,Betula nigra,nigra,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, SC, TN, TX, VA, VT, WI, WV)",Dicot,Betulaceae,Birch family,Perennial,Tree,L48 (N),,Spring and Summer,,No,No,Brown,No,Green,No,Multiple Stem,Rapid,35,70,No,Short,Yes,Erect,None,Yes,Yes,Yes,Medium,None,No,Low,Medium,Medium,150,None,High,3,6.5,300,700,30,80,20,None,Intolerant,-31,Mid Spring,Routinely Available,High,Spring,Spring,No,Yes,No,Yes,No,Yes,Yes,No,No,No,374400,Rapid,High,No,Slow,No,No,No,Low,No,No,No,Medium,Low,No,No,Low,Yes,Yes
11176,BEPA,paper birch,Betula papyrifera,papyrifera,"USA (AK, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NY, OH, OR, PA, RI, SD, TN, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",Dicot,Betulaceae,Birch family,Perennial,Tree,"L48 (N), AK (N), CAN (N), SPM (N)",,Spring and Summer,,Yes,No,Yellow,Yes,Green,No,Single Stem,Rapid,40,70,No,Moderate,Yes,Erect,None,Yes,Yes,Yes,Low,Low,Yes,Low,Medium,High,80,Low,High,4.2,7.4,300,700,12,60,24,Medium,Intolerant,-62,Mid Spring,Routinely Available,High,Summer,Summer,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,1380800,Rapid,Medium,No,None,No,No,No,High,No,No,Yes,High,,Yes,No,Low,Yes,Yes
11209,BEPO,gray birch,Betula populifolia,populifolia,"USA (CT, DE, IL, IN, KY, MA, MD, ME, NC, NH, NJ, NY, OH, PA, RI, VA, VT, WV), CAN (NB, NS, ON, PE, QC)",Dicot,Betulaceae,Birch family,Perennial,Tree,"L48 (N), CAN (N)",,Spring and Summer,,Yes,No,Brown,No,Green,No,Thicket Forming,Rapid,25,25,No,Short,Yes,Erect,None,Yes,Yes,Yes,None,Medium,Yes,Medium,Low,Medium,90,Low,Low,3.5,6.5,700,1200,36,65,18,Medium,Intermediate,-35,Mid Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,4256000,Rapid,Medium,No,None,No,No,No,Medium,No,No,Yes,Medium,Low,No,No,Low,No,No
11308,BIAR,bearded beggarticks,Bidens aristosa,aristosa,"USA (AL, AR, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV), CAN (ON)",Dicot,Asteraceae,Aster family,"Annual, Biennial",Forb/herb,"L48 (N), CAN (I)",KY,"Spring, Summer, Fall",Slow,No,No,Yellow,Yes,Green,Yes,Single Crown,Rapid,,3.5,No,,No,Erect,None,No,Yes,Yes,Medium,Medium,No,Low,Medium,Low,140,None,High,5,7,,,22,55,8,None,Intermediate,52,Late Summer,Routinely Available,High,Summer,Fall,Yes,No,No,No,No,No,Yes,No,No,No,130000,Rapid,High,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
11350,BICE,nodding beggartick,Bidens cernua,cernua,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NS, NT, ON, PE, QC, SK, YT)",Dicot,Asteraceae,Aster family,Annual,Forb/herb,"L48 (N), AK (I), CAN (N)","NE&GP, WSWS","Spring, Summer, Fall",Slow,Yes,No,Yellow,Yes,Green,No,Single Crown,Rapid,,3.2,No,,No,Erect,None,Yes,Yes,Yes,Medium,Medium,No,Low,Medium,Low,85,None,High,5.1,7,,,32,55,8,Low,Intermediate,47,Late Summer,Routinely Available,High,Summer,Fall,Yes,No,No,No,No,No,Yes,No,No,No,43324,Rapid,High,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
11365,BICO,crowned beggarticks,Bidens coronata,coronata,"USA (AL, CT, DE, GA, IA, IL, IN, KY, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, PA, RI, SC, SD, TN, VA, WI, WV), CAN (ON, QC)",Dicot,Asteraceae,Aster family,Annual,Forb/herb,"L48 (N), CAN (N)",,"Spring, Summer, Fall",Slow,Yes,No,Yellow,Yes,Green,No,Single Crown,Rapid,,3.4,No,,No,Erect,None,Yes,Yes,Yes,Medium,Medium,No,Low,Medium,Low,145,None,High,5.2,7.1,,,32,55,8,None,Intermediate,52,Late Summer,Routinely Available,High,Fall,Fall,Yes,No,No,No,No,No,Yes,No,No,No,130000,Rapid,High,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
11369,BICO5,purplestem beggarticks,Bidens connata,connata,"USA (AL, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SC, SD, TN, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)",Dicot,Asteraceae,Aster family,Annual,Forb/herb,"L48 (N), CAN (N)",,"Spring, Summer, Fall",Slow,Yes,No,Yellow,Yes,Green,No,Single Crown,Rapid,,3.2,No,,No,Erect,None,Yes,Yes,Yes,Medium,Medium,No,Low,Medium,Low,115,None,High,5.2,7.1,,,32,55,8,None,Intermediate,47,Late Summer,Routinely Available,High,Fall,Fall,Yes,No,No,No,No,No,Yes,No,No,No,130000,Rapid,High,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
11397,BIDI,small beggarticks,Bidens discoidea,discoidea,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NB, NS, ON, QC)",Dicot,Asteraceae,Aster family,Annual,Forb/herb,"L48 (N), CAN (N)",,"Spring, Summer, Fall",Slow,Yes,No,Yellow,Yes,Green,No,Single Crown,Rapid,,5.2,No,,No,Erect,None,Yes,Yes,Yes,Medium,Medium,No,Low,Medium,Low,130,None,High,5.1,7.1,,,32,55,8,None,Intermediate,52,Late Summer,No Known Source,High,Fall,Fall,Yes,No,No,No,No,No,Yes,No,No,No,13000,Rapid,High,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
11424,BIFR,devil's beggartick,Bidens frondosa,frondosa,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, ON, PE, QC, SK)",Dicot,Asteraceae,Aster family,Annual,Forb/herb,"L48 (N), AK (I), CAN (I)","N'EAST, NE&GP","Spring, Summer, Fall",Slow,No,No,Yellow,No,Green,Yes,Single Crown,Rapid,,4,No,,No,Erect,None,Yes,Yes,No,Medium,Medium,No,Low,Medium,None,80,None,Medium,5.2,7.2,,,24,60,8,None,Intermediate,47,Late Summer,Routinely Available,High,Summer,Fall,Yes,No,No,No,No,No,Yes,No,No,No,195300,Moderate,Medium,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
11465,BILA,smooth beggartick,Bidens laevis,laevis,"USA (AL, AR, AZ, CA, CT, DC, DE, FL, GA, IN, KY, LA, MA, MD, ME, MO, MS, NC, NH, NJ, NM, NV, NY, OH, PA, RI, SC, TN, TX, VA, WV)",Dicot,Asteraceae,Aster family,"Annual, Perennial",Forb/herb,L48 (N),,"Spring, Summer, Fall",Slow,Yes,No,Yellow,Yes,Green,No,Single Crown,Rapid,,3.3,No,Short,No,Erect,None,Yes,Yes,Yes,Medium,Medium,No,Low,Medium,Low,145,None,High,5,7,,,24,55,8,Low,Intermediate,52,Late Summer,Routinely Available,High,Summer,Fall,Yes,No,No,No,No,No,Yes,No,No,No,130000,Rapid,High,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
11489,BIMI,smallfruit beggarticks,Bidens mitis,mitis,"USA (AL, DE, FL, GA, LA, MD, MS, NC, NJ, SC, TX, VA)",Dicot,Asteraceae,Aster family,Annual,Forb/herb,L48 (N),,"Spring, Summer, Fall",Slow,Yes,No,Yellow,Yes,Green,No,Single Crown,Rapid,,3.5,No,,No,Erect,None,No,Yes,Yes,Medium,Medium,No,Low,Medium,Low,160,None,High,5,8.6,,,32,55,8,Low,Intermediate,52,Fall,No Known Source,High,Fall,Fall,Yes,No,No,No,No,No,Yes,No,No,No,130000,Rapid,High,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
11582,BITR,threelobe beggarticks,Bidens tripartita,tripartita,"USA (AK, AL, CA, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, NB, NS, ON, PE, QC)",Dicot,Asteraceae,Aster family,Annual,Forb/herb,"L48 (N), AK (N), CAN (N)",,"Spring, Summer, Fall",Slow,Yes,No,Yellow,Yes,Green,No,Single Crown,Rapid,,3.5,No,,No,Erect,None,Yes,Yes,Yes,Medium,Medium,No,Low,Medium,Low,100,None,High,5,7.2,,,32,55,8,None,Intermediate,47,Late Summer,No Known Source,High,Fall,Fall,Yes,No,No,No,No,No,Yes,No,No,No,130000,Rapid,High,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
11704,BLTR,pine dropseed,Blepharoneuron tricholepis,tricholepis,"USA (AZ, CO, NM, TX, UT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Spring and Summer,Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,3,No,Moderate,No,Erect,,Yes,Yes,No,Low,Medium,No,Medium,Low,High,145,None,Low,6,8,,,6,18,12,Low,Intermediate,-23,Mid Spring,Contracting Only,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,1100000,Slow,Low,No,None,No,No,Yes,,No,No,No,Medium,Medium,No,No,Medium,No,No
11746,BOAS,white doll's daisy,Boltonia asteroides,asteroides,"USA (AL, AR, CT, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI), CAN (MB, SK)",Dicot,Asteraceae,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Summer,Slow,No,No,White,Yes,Green,No,Single Crown,Rapid,,8,No,Moderate,No,Erect,None,Yes,Yes,No,Medium,Low,Yes,Low,Medium,Medium,80,None,Medium,5.3,7,,,22,55,12,Low,Intermediate,-38,Mid Summer,Routinely Available,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,2063000,Moderate,High,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
11755,BOBA3,cane bluestem,Bothriochloa barbinodis,barbinodis,"USA (AZ, CA, CO, FL, HI, NM, NV, OK, SC, TX, UT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), HI (I)",,Summer and Fall,Moderate,No,No,Yellow,No,Green,No,Bunch,Rapid,,4,No,Short,No,Erect,None,Yes,Yes,No,None,High,No,High,Medium,Medium,180,None,Medium,7,8.2,,,12,20,10,Low,Intolerant,2,Indeterminate,Routinely Available,Medium,Year Round,,No,No,No,No,No,No,Yes,No,No,No,754000,Rapid,Medium,No,Slow,No,No,Yes,,No,No,No,Low,Medium,No,No,Low,No,No
11763,BOBL,Caucasian bluestem,Bothriochloa bladhii,bladhii,"USA (CO, FL, HI, KS, LA, MO, NE, NM, OH, OK, TX)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (I), HI (I)",,Summer,Rapid,No,No,Yellow,No,Green,No,Bunch,Rapid,,3,No,Moderate,No,Semi-Erect,None,No,Yes,No,None,Medium,No,High,High,Low,150,None,Medium,5,8,,,20,50,18,Low,Intolerant,-23,Mid Summer,Routinely Available,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,860000,Rapid,High,No,Slow,No,No,Yes,,No,No,No,Low,Low,No,No,Low,No,No
11771,BOBR,gypsum grama,Bouteloua breviseta,breviseta,"USA (NM, TX)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Summer and Fall,Moderate,No,No,White,No,Green,No,Rhizomatous,Moderate,,2.5,No,Moderate,No,Erect,None,No,Yes,No,None,Low,No,High,Low,High,160,None,Low,5.5,7.9,,,12,40,12,None,Intolerant,-3,Mid Summer,No Known Source,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,400000,Slow,Medium,No,Slow,No,No,Yes,,No,No,No,High,High,No,No,Medium,No,No
11807,BOCU,sideoats grama,Bouteloua curtipendula,curtipendula,"USA (AL, AR, AZ, CA, CO, CT, DC, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NJ, NM, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY), CAN (AB, BC, MB, ON, SK)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), HI (I), CAN (N)",,Summer,Moderate,No,No,Yellow,No,Green,No,Rhizomatous,Moderate,,3,No,Moderate,No,Erect,None,Yes,Yes,Yes,None,Medium,No,Medium,Medium,Low,90,None,Medium,5.5,8.5,,,6,25,12,Low,Intolerant,-43,Mid Spring,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,159200,Slow,Medium,No,None,No,No,Yes,,No,No,No,Medium,High,No,No,Medium,No,No
11860,BOER4,black grama,Bouteloua eriopoda,eriopoda,"USA (AZ, CA, CO, KS, NM, NV, OK, TX, UT, WY)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Summer and Fall,Moderate,No,No,Yellow,No,Green,No,Stoloniferous,Moderate,,2,No,Moderate,No,Decumbent,None,Yes,Yes,No,None,Medium,No,High,Medium,High,155,None,Low,7,8.7,,,7,19,12,Low,Intolerant,-23,Mid Spring,Routinely Available,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,1335000,Slow,Medium,No,Moderate,No,No,Yes,,No,No,No,High,High,No,No,Medium,No,No
11892,BOGR2,blue grama,Bouteloua gracilis,gracilis,"USA (AZ, CA, CO, CT, FL, IA, ID, IL, KS, MA, ME, MI, MN, MO, MT, ND, NE, NM, NV, NY, OH, OK, SC, SD, TX, UT, WI, WY), CAN (AB, BC, MB, ON, SK)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",,Summer and Fall,Rapid,No,No,Yellow,No,Gray-Green,No,Bunch,Rapid,,1,No,Moderate,No,Erect,None,Yes,Yes,Yes,None,Medium,No,High,Low,High,142,None,Medium,6.6,8.4,,,8,22,16,Medium,Intolerant,-43,Early Summer,Routinely Available,High,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,724400,Slow,Low,No,None,No,No,Yes,,No,No,No,High,High,No,No,Medium,No,No
11909,BOHI2,hairy grama,Bouteloua hirsuta,hirsuta,"USA (AR, AZ, CO, FL, GA, IA, IL, KS, LA, MD, ME, MN, MO, MS, MT, ND, NE, NM, NV, NY, OH, OK, SC, SD, TX, UT, WI, WY)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Summer,Moderate,No,Yes,,No,Green,No,Colonizing,Moderate,,0.5,No,Long,No,Decumbent,None,Yes,Yes,No,None,Medium,No,High,Low,High,90,None,Low,6,7.2,,,7,30,16,Low,Intolerant,-38,Spring,Field Collections Only,Medium,Spring,Fall,No,No,No,No,No,No,Yes,No,No,No,800000,Slow,Low,No,Slow,No,No,Yes,,No,No,No,Low,High,No,No,Medium,No,No
11931,BOISI,yellow bluestem,Bothriochloa ischaemum var. ischaemum,ischaemum,"USA (NM, TX)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (I),,Summer,Moderate,No,No,Yellow,No,Green,No,Bunch,Rapid,,2,No,Moderate,No,Semi-Erect,None,No,Yes,No,None,High,No,Medium,High,High,160,None,Medium,5,8.5,,,16,30,12,Low,Intolerant,-3,Mid Summer,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,882720,Slow,Medium,No,Slow,No,No,Yes,,No,No,No,High,High,No,No,Medium,No,No
12057,BOPE2,pitted beardgrass,Bothriochloa pertusa,pertusa,"USA (, FL, HI, LA, MD, MS, TX, UM), USA+ (PR, VI)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (I), HI (I), PR (I), VI (I)",,Spring and Summer,Rapid,Yes,Yes,Yellow,No,Green,No,Stoloniferous,Rapid,,3,Yes,Moderate,No,Decumbent,None,Yes,Yes,Yes,Medium,Medium,No,High,Low,High,365,Low,Low,5,7.5,2700,4800,20,80,12,Medium,Intolerant,17,Indeterminate,Routinely Available,Medium,Year Round,Year Round,No,No,No,No,No,No,Yes,No,Yes,No,400000,Moderate,Medium,No,Moderate,No,No,Yes,,No,No,No,High,Medium,No,No,Low,No,No
12112,BOSA,silver bluestem,Bothriochloa saccharoides,saccharoides,"USA (TX), USA+ (PR)",Monocot,Poaceae,Grass family,Perennial,Graminoid,PR (N),,Summer,Moderate,Yes,Yes,,No,Green,No,Bunch,Moderate,,2,No,Short,No,Semi-Erect,None,Yes,Yes,No,None,Medium,No,High,Low,High,140,None,Medium,6.5,7.2,,,10,48,12,Low,Intolerant,-23,Summer,Contracting Only,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,80000,Moderate,Medium,No,Moderate,No,No,Yes,,No,No,No,Low,Low,No,No,Low,No,No
12258,BRAN,nodding brome,Bromus anomalus,anomalus,"USA (NM, TX), CAN (AB, BC, SK)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",,Spring and Summer,Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,2,No,Short,No,Erect,None,Yes,Yes,No,None,Medium,No,High,Low,Medium,100,None,Low,5.4,7.9,,,2,20,8,Low,Tolerant,-33,Late Spring,Contracting Only,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,119333,Moderate,High,No,None,No,No,Yes,,No,No,No,Medium,High,No,No,Low,No,No
12288,BRAR5,field brome,Bromus arvensis,arvensis,"USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, ON, QC, SK)",Monocot,Poaceae,Grass family,Annual,Graminoid,"L48 (I), CAN (I)",SWSS,"Fall, Winter and Spring",,No,No,Yellow,No,Green,No,Bunch,Rapid,,3,No,,No,Erect,None,No,Yes,Yes,None,Low,No,Low,Medium,None,120,None,Medium,5.2,7.5,,,26,55,12,None,Intolerant,-23,Mid Spring,No Known Source,High,,,No,No,No,No,No,No,Yes,No,No,No,280000,Rapid,High,No,None,No,No,No,,No,No,No,Medium,Low,No,No,Low,No,No
12353,BRBR5,rattlesnake brome,Bromus briziformis,briziformis,"USA (AK, CA, CO, CT, DE, ID, IL, IN, MA, MD, MI, MT, ND, NE, NJ, NM, NV, NY, OH, OR, PA, SD, UT, VT, WA, WY), CAN (BC, ON)",Monocot,Poaceae,Grass family,Annual,Graminoid,"L48 (I), AK (I), CAN (I)",,Spring and Summer,Slow,Yes,No,Yellow,No,Green,No,Bunch,Rapid,,1.6,No,,No,Erect,None,Yes,Yes,No,None,Medium,No,Medium,Medium,Low,85,None,Low,5.3,7.2,,,12,45,8,None,Intolerant,47,Late Spring,No Known Source,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,145000,Slow,High,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
12387,BRCA5,California brome,Bromus carinatus,carinatus,"USA (AK, CA, CO, KS, NM, OR, WA), CAN (AB, BC, ON, YT)",Monocot,Poaceae,Grass family,"Annual, Perennial",Graminoid,"L48 (N), AK (I), CAN (N)",WSWS,Spring and Summer,Moderate,No,No,Yellow,No,Green,No,Bunch,Rapid,,4,No,Short,No,Erect,None,Yes,Yes,No,None,Medium,No,Medium,Low,Low,150,None,Low,5.5,8,,,8,20,8,Medium,Intolerant,17,Early Spring,Routinely Available,High,Spring,Spring,No,No,No,No,No,No,Yes,No,No,No,106680,Rapid,High,No,None,No,No,Yes,,No,No,No,High,High,No,No,Medium,No,No
12388,BRCA6,rescuegrass,Bromus catharticus,catharticus,"USA (AL, AR, AZ, CA, CO, DC, FL, GA, HI, IA, IL, KS, KY, LA, MD, MO, MS, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UM, UT, VA), CAN (AB, LB, ON)",Monocot,Poaceae,Grass family,"Annual, Perennial",Graminoid,"L48 (I), HI (I), CAN (I)","SEEPPC, SWSS, WSWS","Fall, Winter and Spring",Slow,No,No,Yellow,No,Green,No,Bunch,Rapid,,3,No,Short,No,Erect,None,Yes,Yes,No,None,High,No,Low,High,Low,80,None,High,5.5,8,,,18,28,12,Medium,Intolerant,7,Early Spring,Routinely Available,High,Spring,Spring,No,No,No,No,No,No,Yes,No,No,No,51680,Rapid,High,No,None,No,No,Yes,,No,No,No,Low,High,No,No,Medium,No,No
12428,BRCI2,fringed brome,Bromus ciliatus,ciliatus,"USA (AK, AL, AZ, CA, CO, CT, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N), SPM (N)",,Spring and Summer,Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,4,No,Long,No,Erect,None,Yes,No,Yes,Low,Medium,No,Low,Low,Medium,175,None,Medium,5.5,7.5,,,12,40,16,Low,Tolerant,-3,Spring,Routinely Available,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,236000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Medium,High,No,No,Low,No,No
12648,BRHOH,soft brome,Bromus hordeaceus ssp. hordeaceus,hordeaceus,"USA (AK, AR, AZ, CA, CO, CT, DE, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WY), CAN (AB, BC, NB, NF, NS, NT, ON, QC, YT), DEN (GL), FRA (SPM)",Monocot,Poaceae,Grass family,Annual,Graminoid,"L48 (I), AK (I), HI (I), CAN (I), GL (I), SPM (I)",,"Fall, Winter and Spring",Moderate,No,No,Yellow,No,Green,No,Bunch,Rapid,,2,No,,No,Erect,None,Yes,Yes,Yes,None,High,No,High,Low,High,90,None,Medium,5.5,8,,,12,20,10,Medium,Intermediate,17,Mid Spring,Routinely Available,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,251840,Rapid,High,No,None,No,No,Yes,,No,No,No,High,High,No,No,Medium,No,No
12696,BRIN2,smooth brome,Bromus inermis,inermis,"USA (AK, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (NI), AK (NI), CAN (NI), GL (I), SPM (I)","NE&GP, SEEPPC, WI","Spring, Summer, Fall",Slow,No,No,Yellow,No,Green,No,Rhizomatous,Moderate,,2.5,No,Long,No,Erect,None,No,Yes,Yes,Low,Low,No,Medium,High,High,90,None,Medium,5.5,8,,,18,60,12,Medium,Intolerant,-43,Late Spring,Routinely Available,High,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,142880,Slow,High,No,Rapid,No,No,Yes,,No,No,No,Medium,High,No,No,Medium,No,No
